id,text,emotion
[772],"""[Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 ]""","""[anger]"""
[773],"""[I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. #horrible]""","""[anger]"""
[774],"""[@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke ]""","""[anger]"""
[775],"""[Love how Megan is raging about this Kendall Jenner photo and I'm sat here like 🤔🙃]""","""[anger]"""
[776],"""[Think of #anger as this barrier between you and your truth.' @laurascoe]""","""[anger]"""
[777],"""[New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage ]""","""[anger]"""
[778],"""[The war is right outside your door #rage #USAToday]""","""[anger]"""
[779],"""[@aidanparr haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!]""","""[anger]"""
[780],"""[Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety  #pain]""","""[anger]"""
[781],"""[_Her mind is a #dark room,\nDeveloping #Madness  ♨😘]""","""[anger]"""
[782],"""[@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone ]""","""[anger]"""
[783],"""[warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~]""","""[anger]"""
[784],"""[@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus ]""","""[anger]"""
[785],"""[Like he really just fucking asked me that. #offended]""","""[anger]"""
[786],"""[@AerLingus #business class #Los Angeles to Dublin #destroyed luggage #60 day customer response time #unhappy customer]""","""[anger]"""
[787],"""[@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.]""","""[anger]"""
[788],"""[I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.]""","""[anger]"""
[789],"""[Have to say that third City kit is fucking awful. Someone at Nike wants shooting.]""","""[anger]"""
[790],"""[Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo.]""","""[anger]"""
[791],"""[@Plasma_Assassin @ArmouredDove @BallsOnY0u N-no. Because of your wrath.]""","""[anger]"""
[792],"""[@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!]""","""[anger]"""
[793],"""[@HonestAndFrank but  @BillCosby drugged and raped those women. At least you and Barb were sober and consenting!!]""","""[anger]"""
[794],"""[Most snapchat filters look terrible when you have glasses on]""","""[anger]"""
[795],"""[I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can't they understand that it's not always amazon fault..\n#carrierfault]""","""[anger]"""
[796],"""[#Anger or #wrath is an intense emotional response.]""","""[anger]"""
[797],"""[@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom]""","""[anger]"""
[798],"""[@daynutrition @sliqnicq @nytimes I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers]""","""[anger]"""
[799],"""[Why do I have such bad anxiety it's annoying]""","""[anger]"""
[800],"""[@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate]""","""[anger]"""
[801],"""[@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy]""","""[anger]"""
[802],"""[@LakersTakeover it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie]""","""[anger]"""
[803],"""[I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit]""","""[anger]"""
[804],"""[Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂 #raging]""","""[anger]"""
[805],"""[The sun literally burning my skin]""","""[anger]"""
[806],"""[as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia]""","""[anger]"""
[807],"""[@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.]""","""[anger]"""
[808],"""[@tamriiel I was talking about further in the expansion, with more gear - fury always does well towards the end]""","""[anger]"""
[809],"""[@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness]""","""[anger]"""
[810],"""[Sorry @wow_air definitely going with @Icelandair next time, this is beyond unreasonable @wowairsupport  #yourappologiesmeannothing]""","""[anger]"""
[811],"""[@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.]""","""[anger]"""
[812],"""[I can't believe @HoustonTexans can't put up even 3 points on @Patriots #horrible #hugeletdown]""","""[anger]"""
[813],"""[a vote for #killary is like sticking a knife in a toaster #shocking #MakeAmericaGreatAgain]""","""[anger]"""
[814],"""[Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?]""","""[anger]"""
[815],"""[Thought the Xbox one s madden bundle would come with a physical copy of madden not a code😴 it's gonna take fucking forever to download lol]""","""[anger]"""
[816],"""[@EricNobody @ArmouredSkeptic @YouTube This shit is gonna start a cold war of who can flag who first.]""","""[anger]"""
[817],"""[Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media.]""","""[anger]"""
[818],"""[I guess #bradangelina &gt; #anger &gt; #blacklivesmatter]""","""[anger]"""
[819],"""[You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!]""","""[anger]"""
[820],"""[@finkowska @PigletParker they happen. I expect your thumbs were all over the place in glee, interpreting my double negative.]""","""[anger]"""
[821],"""[@walterdonovanSS @mrb_rides_again evil, rich white men and their fucking cronies in intelligence/gov/academia using blithe blacks as fodder]""","""[anger]"""
[822],"""[@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy]""","""[anger]"""
[823],"""[@WBIRSports They're still using his offense, up the middle 3X &amp; punt.]""","""[anger]"""
[824],"""[A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol]""","""[anger]"""
[825],"""[It's a gloomy ass day]""","""[anger]"""
[826],"""[I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak]""","""[anger]"""
[827],"""[@HutchinsonDave I don't know whether to despair or agitate for a cull.]""","""[anger]"""
[828],"""[@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho #shocking]""","""[anger]"""
[829],"""[How can America be so openly embracing racism. #dismayed]""","""[anger]"""
[830],"""[@XboxMAD @RobotBrush Ballmer will be furious. Another delivery lost...]""","""[anger]"""
[831],"""[Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops]""","""[anger]"""
[832],"""[Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.]""","""[anger]"""
[833],"""[@Eeevah14 don't I know it, try not to fret my sweet little pupper]""","""[anger]"""
[834],"""[Still can't log into my fucking Snapchat#Snapchat #snap]""","""[anger]"""
[835],"""[No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.]""","""[anger]"""
[836],"""[@AlZeidenfeld @DavisMattek @FI_GPP_Quotes @LoughyFI @FantasyInsiders terrible handle, but I owe whoever runs it a lot. #GPPHallMonitor]""","""[anger]"""
[837],"""[@atlabps He doesn't intimidate me, it just annoys me to have him by my side. The further he is, the better I feel]""","""[anger]"""
[838],"""[You sure have a lot to say about something that doesn't even concern you 😉]""","""[anger]"""
[839],"""[@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!]""","""[anger]"""
[840],"""[I've learned to let go of resentment for people who have hurt me, because keeping it is like swallowing poison and expecting them to die.]""","""[anger]"""
[841],"""[#savemoney and #savelifes @ your #openbar @your #weddingreception. Close it 1-2 hours early, forcing your guests to sober up before driving.]""","""[anger]"""
[842],"""[@YahooFantasy update may have been the worst mistake of my day ]""","""[anger]"""
[843],"""[@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.]""","""[anger]"""
[844],"""[@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism]""","""[anger]"""
[845],"""[There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful]""","""[anger]"""
[846],"""[It is a solemn thing, and no small scandal in the Kingdom, to see God’s children starving while seated at the Father’s table. -AW Tozer]""","""[anger]"""
[847],"""[{Strong hands moving to firmly grope each of @WhimsicallyWild's thighs, squeezing as her digging nails extract a growl from me.}]""","""[anger]"""
[848],"""[i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming]""","""[anger]"""
[849],"""[@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible]""","""[anger]"""
[850],"""[@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism]""","""[anger]"""
[851],"""[Not sorry for that burst of anti #Allo spam, fuck any messaging app launching in 2016, without encryption on by default.]""","""[anger]"""
[852],"""[Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday ]""","""[anger]"""
[853],"""[@katrinadougan_ ive went roght in the huff. Deleted the episode out of anger n everything (regret it now)]""","""[anger]"""
[854],"""[@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror]""","""[anger]"""
[855],"""[@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious]""","""[anger]"""
[856],"""[I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. ]""","""[anger]"""
[857],"""[Id love 2 c Gyimah in action but his coach is holding a grudge against him!]""","""[anger]"""
[858],"""[What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte  #shitworldforourkids]""","""[anger]"""
[859],"""[Marcus Rojo is the worst player i have ever seen. Useless toasting burning bastard]""","""[anger]"""
[860],"""[@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump ]""","""[anger]"""
[861],"""[@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7]""","""[anger]"""
[862],"""[@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry]""","""[anger]"""
[863],"""[@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies  #whereismyfurniture]""","""[anger]"""
[864],"""[@amychozick @jswatz Not a word about terrorism.]""","""[anger]"""
[865],"""[Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room]""","""[anger]"""
[866],"""[Seriously @marksandspencer I'm sick and grumpy and the only thing that's gonna cheer me up is ordering my xmas food, when's it going up? 😢]""","""[anger]"""
[867],"""[Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare]""","""[anger]"""
[868],"""[@EagleGiles23 @tgilmore_92 what I miss? #outrage]""","""[anger]"""
[869],"""[Is it terrorism to intimidate a populace? What case held 'coercion by people in uniform is per se intimidation'?]""","""[anger]"""
[870],"""[@thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone]""","""[anger]"""
[871],"""[@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet 🙄🙄🙄🙄🙄🙄]""","""[anger]"""
[872],"""[Well @AprilDRyan Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @SMShow @frangeladuo]""","""[anger]"""
[873],"""[@peterdaou What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she's a horrible candidate]""","""[anger]"""
[874],"""[@Digger_forum he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!]""","""[anger]"""
[875],"""[@cxmbeferre so you WOULDNT date me????? #offended]""","""[anger]"""
[876],"""[felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! ]""","""[anger]"""
[877],"""[•Days!'\nHe was itching for a fight..itching for the exhilaration of battle, of almost getting defeated, the adrenaline pumping•\n@RojinHitto]""","""[anger]"""
[878],"""[Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!]""","""[anger]"""
[879],"""[I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .]""","""[anger]"""
[880],"""[@TheDappaMc also £2.50 for a chocolate Feast ice lolly.. proper shocking 😩]""","""[anger]"""
[881],"""[Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part]""","""[anger]"""
[882],"""[Or when they hmu on snap, and I'm like.. which one are you. 💀]""","""[anger]"""
[883],"""[Blood is boiling]""","""[anger]"""
[884],"""[why the fuck does my mum want me to put corn in the curry?! #grim]""","""[anger]"""
[885],"""[It is too fucking bright &amp; too fucking hot outside]""","""[anger]"""
[886],"""[@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible]""","""[anger]"""
[887],"""[@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism]""","""[anger]"""
[888],"""[Their engine runs on fuel called whining :-)\n\nU jst  hv 2b observant..\nHar din Rona dhona &amp; complain. \nHappy news makes them unhappy :-)]""","""[anger]"""
[889],"""[never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*]""","""[anger]"""
[890],"""[Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.]""","""[anger]"""
[891],"""[okay i AHVE to start mob psycho 100 today. if i dont im going to fight myself]""","""[anger]"""
[892],"""[@JohnJHarwood @GWGMJ30 It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.]""","""[anger]"""
[893],"""[@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack]""","""[anger]"""
[894],"""[I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well]""","""[anger]"""
[895],"""[((things that grind my gears: people drawing gideon gleeful skinny]""","""[anger]"""
[896],"""[I'm allowed to sulk]""","""[anger]"""
[897],"""[@TheAlexValle Tio Valle, please! WNF grudge match @Anti with Low Tier God!!!]""","""[anger]"""
[898],"""[@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel ]""","""[anger]"""
[899],"""[@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.]""","""[anger]"""
[900],"""[@KillerInASuit - now getting banned but will still lurk in corners and underneath the bed and sofa, much to Eyepatch's delight. Why is she -]""","""[anger]"""
[901],"""[I'm sorry but since when is an #indiegames #DLC worth nearly £130 that's just plain lunacy when the game itself is £20odd, #astounded 😱]""","""[anger]"""
[902],"""[@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! ]""","""[anger]"""
[903],"""[@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate]""","""[anger]"""
[904],"""[@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.]""","""[anger]"""
[905],"""[My eyes have been dilated. I hate the world right now with the rage of a thousand fiery dragons. I need a drink.]""","""[anger]"""
[906],"""[Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.]""","""[anger]"""
[907],"""[@Lizombi There's a difference though. A grudge cab be tamed. Feeling uncomfortable is pure emotion, you can't really control it.]""","""[anger]"""
[908],"""[Get to the gym and discover I forgot to put my gym shoes back in my bad 😤  #wwhhyyy]""","""[anger]"""
[909],"""[@cxmbeferre so you WOULDNT date me????? ]""","""[anger]"""
[910],"""[@steph_baker7 i tried to turn off my alarm this morning and it turned on all my alarms instead]""","""[anger]"""
[911],"""[@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect]""","""[anger]"""
[912],"""[@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked]""","""[anger]"""
[913],"""[So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit]""","""[anger]"""
[914],"""[@TJ_FASHO lmao clown my own hair I'm going to dread lmao]""","""[anger]"""
[915],"""[so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed #angry #upset #tired #sad #tired #hangry ######]""","""[anger]"""
[916],"""[Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison ]""","""[anger]"""
[917],"""[@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming]""","""[anger]"""
[918],"""[@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter]""","""[anger]"""
[919],"""[Marcus Roho is dreadful]""","""[anger]"""
[920],"""[or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy]""","""[anger]"""
[921],"""[np rum rage]""","""[anger]"""
[922],"""[why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall]""","""[anger]"""
[923],"""[If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at @EmmyA2 @snickerfritz04]""","""[anger]"""
[924],"""[@andrewspoooner wouldn't cross the street to piss on its server if it was on dire]""","""[anger]"""
[925],"""[If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring.]""","""[anger]"""
[926],"""[I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.]""","""[anger]"""
[927],"""[#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.]""","""[anger]"""
[928],"""[Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO]""","""[anger]"""
[929],"""[even walking around with my family members who carry guns makes me nervous and theyre my family....]""","""[anger]"""
[930],"""[@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.]""","""[anger]"""
[931],"""[There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 ]""","""[anger]"""
[932],"""[@IllinoisLoyalty that Rutgers game was an abomination. An affront to God and man. We must never speak of it again.]""","""[anger]"""
[933],"""[He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.]""","""[anger]"""
[934],"""[honestly all my friends do bnc i mean it and i am feeling #terrible hahaha]""","""[anger]"""
[935],"""[@dreamsandpocky Like, despite all my irritation towards ur ship, at least its canon. BuckyNat is canon, (and clintwanda is canon)]""","""[anger]"""
[936],"""[My study skills are terrible 😒]""","""[anger]"""
[937],"""[I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown]""","""[anger]"""
[938],"""[Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry]""","""[anger]"""
[939],"""[People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation]""","""[anger]"""
[940],"""[@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated]""","""[anger]"""
[941],"""[@EASPORTS_MUT fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens]""","""[anger]"""
[942],"""[@icuminhoesasses Think about it if he need white peoples votes wouldn't just reach out about things that only concern them &amp; leave out rest?]""","""[anger]"""
[943],"""[Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism.]""","""[anger]"""
[944],"""[i feel furious]""","""[anger]"""
[945],"""[I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. ]""","""[anger]"""
[946],"""[I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree]""","""[anger]"""
[947],"""[#NawazSharif says lets end #terror. Sure, let #IndianArmedForces target the bases without #Pakistan interference #Karma?]""","""[anger]"""
[948],"""[@faye_catherine happy anger sad melancholy confusion #woodspurge]""","""[anger]"""
[949],"""[Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter]""","""[anger]"""
[950],"""[@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated]""","""[anger]"""
[951],"""[@MidgetTamer @RAIDERS @52Mack_ Make him be a bully. Sit him in a room by himself and let him look at Debo all day.]""","""[anger]"""
[952],"""[In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet]""","""[anger]"""
[953],"""[@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6 #horrific]""","""[anger]"""
[954],"""[@zavierdaniels had to snap going crazy 😭😭]""","""[anger]"""
[955],"""[@CharlieEblacker hate being shy 😩]""","""[anger]"""
[956],"""[@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant]""","""[anger]"""
[957],"""[@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?'  #Trump2016 #yourefired #deflect]""","""[anger]"""
[958],"""[I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense. #CharlotteProtest ]""","""[anger]"""
[959],"""[@V_of_Europe @ckolacia MSM relentlessly saying DT can't win to: depress GOP turnout &amp; provide cover 4 stolen election!]""","""[anger]"""
[960],"""[Headed to Montalvo w/@jaxster3—bring on the #mirth, bitches!\nd(-_-)b\n@Nick_Offerman\n@MeganOMullally\n#SummerOf69Tour2016]""","""[anger]"""
[961],"""[When you want to say something so bad but can't ! #furious 😤]""","""[anger]"""
[962],"""[@HotpointUK 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show. ]""","""[anger]"""
[963],"""[How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳]""","""[anger]"""
[964],"""[Annoyed with @TripAdvisorUK bullying me to download an app that eats my phone memory. Will seek alternative from now. #bully #tripadvisor]""","""[anger]"""
[965],"""[@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing. #unhappy #mean #troubled #vile ]""","""[anger]"""
[966],"""[@reecetop10 Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers #dull #reshuffle #predictable #slow #average]""","""[anger]"""
[967],"""[Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh]""","""[anger]"""
[968],"""[@wwcummings @USATODAY this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!]""","""[anger]"""
[969],"""[Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @LBC]""","""[anger]"""
[970],"""[Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings #serious]""","""[anger]"""
[971],"""[That rocky horror remake looks a bit w a n k]""","""[anger]"""
[972],"""[Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages ]""","""[anger]"""
[973],"""[Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡]""","""[anger]"""
[974],"""[@ayeshashafique5 we are not concerned about Pakistan's internal affairs. But the terrorism as it's state &amp; economic policy.#terroristnation]""","""[anger]"""
[975],"""[#Trump ’s ‘Make America Great Again’ plan is exactly like the first 15 minutes of the #movie #ChildrenOfMen.\n\n#cages #terrorism #refugees]""","""[anger]"""
[976],"""[Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry]""","""[anger]"""
[977],"""[Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?]""","""[anger]"""
[978],"""[@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. ]""","""[anger]"""
[979],"""[Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting]""","""[anger]"""
[980],"""[@ClaretNBlues forest gate u could see he was a bully cunt big bald cunt his mates looked in shock when I hit him and didn't do shit when he]""","""[anger]"""
[981],"""[#IndiaMissingIndira that she could never solve Kashmir Problem and kept it burning for Vote Bank\n#TerrorStatePak]""","""[anger]"""
[982],"""[You got some dick recently right, you're happy, you're not sick and you're smiling. Life is good' 😭😭😭]""","""[anger]"""
[983],"""[#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!]""","""[anger]"""
[984],"""[schneiderlin taking his revenge for the 2 fouls]""","""[anger]"""
[985],"""[If Monday had a face I would punch it #monday  #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow]""","""[anger]"""
[986],"""[Lol little things like that make me so angry x]""","""[anger]"""
[987],"""[I hate that a black lady is painting herself white on the internet for laughs and likes... #terrible #BadForm #DidntLaugh]""","""[anger]"""
[988],"""[@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW]""","""[anger]"""
[989],"""[@FrizzeyesJr meeee, i'm lvl 320 and i have not a single relentless]""","""[anger]"""
[990],"""[@BBCTomEnglish @TimesSport And the dreadful Franglaise.]""","""[anger]"""
[991],"""[@hoemanda69 wtf is tenacious and jubilant]""","""[anger]"""
[992],"""[I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.]""","""[anger]"""
[993],"""[@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop]""","""[anger]"""
[994],"""[The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever grateful]""","""[anger]"""
[995],"""[I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot]""","""[anger]"""
[996],"""[it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao]""","""[anger]"""
[997],"""[It's been a week of awful connectivity with @TMobile no service or only 4G is not what Im paying for. #unhappy #poorservice]""","""[anger]"""
[998],"""[People often grudge others what they cannot enjoy themselves.]""","""[anger]"""
[999],"""[Yeah I'm hot nigga, they say im burning uhhhhh]""","""[anger]"""
[1000],"""[They want as police state, they are fearful imbeciles..@interpretingall @mikefar1974 @MetalMilitia74 @Cmvazquez103]""","""[anger]"""
[1001],"""[@AmericanAir I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned]""","""[anger]"""
[1002],"""[@LacesUntied_ yea lol catchy you fret]""","""[anger]"""
[1003],"""[@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me #terrible]""","""[anger]"""
[1004],"""[@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. #fuming]""","""[anger]"""
[1005],"""[@FluDino Event started! everyone is getting ready to travel to the lake of rage, where everything glows]""","""[anger]"""
[1006],"""[Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off #fuming #NoWorkForMe]""","""[anger]"""
[1007],"""[@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!]""","""[anger]"""
[1008],"""[$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.]""","""[anger]"""
[1009],"""[@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me ]""","""[anger]"""
[1010],"""[PM nawaz sharif adressed in uno produced mirth among kashmires well done pak wel done nawaz .we want demilterization]""","""[anger]"""
[1011],"""[Turns out 'it' wasn't even anything to be concerned about at all. Im happy and a bit frustrated it took so long to get this answer.]""","""[anger]"""
