[149569891127660544],"[t-minus 10 minutes until interview timeeeee. #nervous]",[fear] 
[137347200043859970],"[@OooShesYumee thats #THIRST to the fullest! #Sad]",[sadness] 
[141047591159869440],"[Im all you got . So if you lose me ,Youll lose Everthingg !! #Love*!]",[love] 
[148214877222211584],"[So done watching this game #disappointed]",[sadness] 
[145539145652113408],"[“ @kel_bel787 :Miss ur faces@KelzyWillows and  @angelavisagie  sending lotsa lovels”please can we be friends again and go out sometime? #neglect]",[sadness] 
[145355354392367104],"[Coquito is done and ready for our xmas party tomorrow :) #excited]",[joy] 
[148877871232983040],"[Little old lady... Lets not go 25 in a 50. #annoyed]",[anger] 
[142057449791295488],"[Hopefully no one saw me!!! #embarrassing]",[sadness] 
[142621598988505088],"[@woowoo76 Yes! We had to order ours and have it delivered. Thats what Im drinking this morning. #coffee #happy]",[joy] 
[135904115464212480],"[S/O  @AnayaHayes  for taking care of me on my deathbed even though shes sick 2...#love]",[love] 
[149631981901197312],"[this means nothing, stop making things seems more then what they are #annoyed]",[anger] 
[149719684638441473],"[Fallen and I aslways got up..been broken but always healed up..been lost but Ive been found!..found by that special somebody! #Love]",[love] 
[140160657394896896],"[Got my acceptance letter for Wentworth Institute of Technology today! #happy]",[joy] 
[143027848146468865],"[1st time Im going to drive a car today #excited #longoverdue]",[joy] 
[137533066922033152],"[@justinbieber  you rap for fun, you rap great #love #swag <386]",[love] 
[147541156773892096],"[Kinda sorta miss my lil big cuz  @Bossy_Forever  df she duck off at?? #neglected]",[sadness] 
[149375197693227008],"[Had a nice convo with my fiance.. Now Off to bed.. #HAPPY :)]",[joy] 
[136515460681302016],"[@GabzWeatherby  @Morgan__Davis  i love you guyssss. Im sorry we ever fought. <3 ;) #love]",[love] 
[139067885829111808],"[THANKFULNESS WEEK! I am thankful for the mind-blowing blessings of unique individuality that are my 5 kids. What a loving Creator. #thankful]",[thankfulness] 
[148089987093639168],"[If were all going to level 3 and youre only going to level 1 take the fucking stairs. #annoyance #work]",[anger] 
[138103586386227201],"[Sucks to fall down stairs #embarrassing]",[sadness] 
[138038165951877121],"[going to the art show at 7:00! #excited]",[joy] 
[148249231092748289],"[@anne_waiver Freaking stop tweeting about UCLA nobody cares #annoying]",[anger] 
[148943072066158592],"[You called me six times and texted me twice telling me to call you back now answer the god damn phone #annoying]",[anger] 
[146628107095384064],"[Ben zo haply morgen 2 uur uitval !! En gelukkig dus geen ne want dat had ik nog niet moest op comp maar dat stond nog school #happy]",[joy] 
[149740969510715392],"[Its 11! Nothing makes sense at this time of the night   @darah6sam  #frustrated  #]",[anger] 
[135505221391630337],"[Tennessee special teams- make a fucking tackle... Thats a joke #embarrassing]",[sadness] 
[138230575956897792],"[Getting ready by myself while everyone else sleeps. Than go for mic check and rehearsal than the real thing!  #nervous!!!!]",[fear] 
[138484219683930113],"[@JLo   so happy you got recognized for your amazing work! That album is still bumpin in my car! #love]",[love] 
[142733727431266304],"[Why do I get annoyed so easily. #annoyed]",[anger] 
[149690013129515008],"[my theory is that Franks problem is he wants both  @ZachMTV  and  @AshleyMarieMTV  and he is pissed he cant have either of them ha #annoying]",[anger] 
[147141220219629568],"[@StephanieKuehn  explosions in the sky #love]",[love] 
[138811702744584192],"[Whyyyy wont my paper submit?! #freakingout #frustrated]",[anger] 
[149198101293445120],"[World geo final was so easy. #excited #onemoretogo #with50minutestodonothing]",[joy] 
[139104291423129600],"[i guess theres no point to getting hot bubble tea if you neglect it until its freezing cold #sad #itwasovercookedanyway]",[sadness] 
[138468415479365632],"[I hate when someone txt me and I txt back and then they never txt back... #annoying #petpeeve]",[anger] 
[148446076855267329],"[I have 77 tweets till I hit 3000 im a lil #excited lol]",[joy] 
[140516612104134656],"[Hate it when you go the gas station and forget what side your gas tank is on so you drive around like an idiot #embarrassing]",[sadness] 
[145005546783776768],"[Got home from school and found my sister on the couch!! Can you say #excited]",[joy] 
[134836498402000897],"[im going to detox again tomorrow! #excited!]",[joy] 
[147487752659795968],"[13 more days til I take my drivers test #nervous]",[fear] 
[145916494763667456],"[Atthe hospital with  @coriwhite1398  looking at her beautiful baby sister sleep. :) shes had a big day. Happy birthday sweet canon! #excited]",[joy] 
[146048778548416512],"[i knew i couldnt make you happy forever, i just thought that trying was a better option than not seeing you happy at all. #love #tumblr]",[love] 
[143383961882726400],"[Loveeeee, thru all the ups nd dwn joy nd hurt, loveeeee for bettr or worst I still will choose yu first #love]",[love] 
[146777890212679680],"[Goinq To Bed ; All Smiles , Been Waitinq For This <3 ;-* #Happy]",[joy] 
[140535400665059328],"[Brett favre and dale jr. on the same wrangler commercial...#pride #america #comfort]",[joy] 
[149854607399591936],"[i would do anything to be in barbados right now #depressed]",[sadness] 
[135838936940556289],"[Thought that Fatima Whitbread was a gezza... #embarrassing #DownForWhatevs]",[sadness] 
[144584328368766976],"[My east coast feed doesnt seem to be broadcasting tonight. Looks like Im stuck waiting till 8pm for #Survivor -- #disappointing!]",[sadness] 
[145088145275367424],"[i still knw tha theme song for Franklin lol #sad]",[sadness] 
[135039114885087233],"[Mean girls 2 #sobad #embarrassing]",[sadness] 
[138172933020463104],"[Im about to remove the bed frames from all the beds of the boys up stairs and just leave mattresses. #creakysqueaky #annoying #STFU]",[anger] 
[137381047531876352],"[I havent talked 2 Norman all day. #sad]",[sadness] 
[143577730842243072],"[Its hard for me to let go when being wif him is what i am used to ! #sad]",[sadness] 
[149212014286356480],"[That shitty feeling you get when someone rings your doorbell nd you think its for you! And its a f****** Jehovahs witness/Mormon #Lonely]",[sadness] 
[135996505025806336],"[@Emily_Hallman  OMG! i say this every time i see a new piece designed by you, but this one is my favorite :D #love #gorgeous #sparkles]",[love] 
[138448058219376641],"[2day week, thanksgiving #food #excited]",[joy] 
[144975466921603072],"[At the end of the first half.   @Steelers  lead 7 - 3]",[fear] 
[138020784647049216],"[I think  @starbucks  made my eggnog latte with milk and not eggnog #disappointed]",[sadness] 
[148426509382713346],"[Thank You Lord for lettn me see anotha day.  #Thankful]",[thankfulness] 
[135541639065239552],"[My auntys dtm...& we all got a temper & will go badd in a hot second so its badd right nw smh #annoyed]",[anger] 
[136165702917816320],"[@stephmarie1   Like the tail the cow jumped over the moon at least I think it was the cow. And (: for first conversation on twitter!#excited]",[joy] 
[139620611013099520],"[What the hell is ticking in my room #annoyed]",[anger] 
[146783881104863232],"[I wanna go back to new York:( @gAbrielleeeeexx  @JohnCarpenzano   #homesick]",[sadness] 
[149224999033647104],"[My family is bipolar, one day they wont say a word, one day theyll be miserable, and the next day there all smiles #frustrating]",[anger] 
[138363203871707136],"[In spite having the flu, still feeling transformed by experience  @FSPaloAlto  + convo w  @SepidehN  @techmama  and  @BlogHer  #fsspa #bliss]",[joy] 
[135364668872065024],"[About to get it on....#montebelloindians vs #pasadenapanthers..#nervous]",[fear] 
[140631259159330817],"[#hellapissed I gotta stay home for the next 16 days... Fuck house arrest #rage]",[anger] 
[147732708561395713],"[Watching the tiny human and the doggies play today #joy]",[joy] 
[147633673020260352],"[Maybe getting a scotty for christmas #excited]",[joy] 
[139761932319207424],"[Jessie J - Shadow xxxxxxxxxxxxxx #love #listen]",[love] 
[136681803531554817],"[Last day of lab!!! #excited]",[joy] 
[145984220131639297],"[Im tired of my parents getting pissed off over little stuff that doesnt even matter #annoyed #shuttuppp]",[anger] 
[138604349696917504],"[Unfortunately, it looks like the DJ competition is going to be a big popularity contest. #depressed]",[sadness] 
[134884767312261121],"[@JJ_NoGoodTimes  is on sum gay shit 2nite i giv him da benefit of doubt jus cause he high but da shit he sayin got me #worried]",[fear] 
[143624880854794240],"[Perks of the job #love]",[love] 
[142081061428543488],"[This years  @grammys  is looking like its gonna be a battle between  @officaladele  and  @brunomars . #Excited.]",[joy] 
[146841065624829953],"[Loving life right now! Motivated to keep goin on the road im on! #feelingood #happy]",[joy] 
[138491660890939392],"[one week, one year #sad #reflect]",[sadness] 
[135728038750076928],"[Did you know... The Sony PRS-T1 has cyrrilic fonts (just change from the Original font to any of the other fonts, except Verdana) #happy #t1]",[joy] 
[143488252853231616],"[I aint good enough, but He still loves me. #thankful]",[thankfulness] 
[139504881907154944],"[Get ready Hannahs new houseband 2 birds 1 stone starts tomorrow from 9pm!! #EXCITED!!]",[joy] 
[142258260924305408],"[Proud school football coach today! #proud]",[joy] 
[147286938406223872],"[Unknown people randomly add kat ввм. #annoying]",[anger] 
[147160197679419392],"[-ive never felt so alone.  </3 #hurt]",[sadness] 
[141921958483857408],"[Whats the biggest fam? The Beliebers, composed by 15 million amazing supporting people!! :D #proud]",[joy] 
[135699970274762752],"[Has come to my attention that Rep Joe Walsh (the angry, tea party non child support paying dude) is running against Tammy Duckworth #Joy #p2]",[joy] 
[148719329662341121],"[@JennyHutchings1  just to let you know that as of today our nandos trip is off. #happy #missingyourwholechicken]",[joy] 
[142574458337640448],"[HA..HA... Its fine if u dont call me KPopers bcoz I dont know other BB except T-Max. Id prefer western artist, after all~ #sad]",[sadness] 
[142746645333934080],"[I hate trains!! This reminds me of coming home from  @TamarUK . No seats, barely enough room to move, people eating and spilling coffee! #rage]",[anger] 
[139012856208297986],"[I miss Nikki hankins on Twitter:( #Sad]",[sadness] 
[143025275154870272],"[May have just tripped up the stairs in the train station! #embarrassed!]",[sadness] 
[139927013153701888],"[18 minutes until this starts getting serious.... #Excited!!]",[joy] 
[146362852360454145],"[Its crazy how bad you hurt my feelings this time. Guess thats what I get for thinking people change. &yes this tweet is about you #sad]",[sadness] 
[138433134348869632],"[Bible verse tweet...a few tweets later: a tweet that cusses. I see this way too much... #sad]",[sadness] 
[148910546106843136],"[;;is ready to go eat,  REALLY missin my boy though! #homesick]",[sadness] 
[145490390441656321],"[i never thought Id get hit by this lovebug again :) #happy]",[joy] 
[148820404323106816],"[@TrevorFinney  its incredible how bad the dr pepper is at some fast food places! #disgusting]",[anger] 
[136771370502721536],"[Not putting it down. EVER #pride]",[joy] 
[149310818310295552],"[I brush my teeth so many times out the day I hate food on my teeth #annoying]",[anger] 
[139484409928753153],"[#wheniwaslittle i used to hate teletubies and barney #annoying]",[anger] 
[141137516035182592],"[just everything about #CH bothers me. #annoyed #petpeev]",[anger] 
[148060597731344384],"[Gonna be a good one!  #excited]",[joy] 
[139547970197659648],"[I love movies so much! #happy (:]",[joy] 
[149608479085166592],"[@amilostforever  hahaha Ive smashed life really girl havent I! Mine half matches my hair! #embarrassing]",[sadness] 
[149572829459918848],"[Kicked out of junior high... #hurt]",[sadness] 
[143492010299490304],"[@tmpry_5150 well then, I miss the good old days!!! #rage]",[anger] 
[144980447099764737],"[I cant wait til I get paid! Ima be myself something, and then the rest of my Christmas gifts :) #excited]",[joy] 
[136817103750701056],"[there are some reasons to be excited and not excited for december.. #nervous]",[fear] 
[147018778314670080],"[just picked out our real christmas tree! #excited]",[joy] 
[148156272213110784],"[Bitches that beg for a ride... Smdh #iwaitedyoucantoo #annoyance]",[anger] 
[140229490780553216],"[I wish you would text me #lonely]",[sadness] 
[148057338253815809],"[Pancakes and time with my best friend before she leaves #bliss]",[joy] 
[147046806893772800],"[Nobody can change a person, but someone can be the reason for a person to change. -Spongebob]",[love] 
[138628239424897024],"[My cousin told me Im NOT allowed to cook on Thanksgiving ! LoL #sad]",[sadness] 
[142001088650948608],"[@austin404  bet the baby will be here b4 new years, no matter how many months she been preg lol #surprise]",[surprise] 
[148125595807662080],"[@EllsworthKim  :) ha ha ha mine too lol thats funny. #bliss]",[joy] 
[146407792117420032],"[Had a whirlwind of a year, feels like its going to start getting better from now on. #happy]",[joy] 
[143969346102898689],"[#PunjabiSongs The best mood uplifter. #Happy #Win]",[joy] 
[134812695986839553],"[I REALLY DONT WANT TO BE BOTHERED......#ANNOYED]",[anger] 
[144271647770292224],"[rumors of a new phone for b-day #excited]",[joy] 
[149281035836858368],"[Getting my tattoo for my sis in a little bit. #excited]",[joy] 
[139861765155602432],"[Who said you could go on vacation  @chadtweets ??  Its not everyday that I make a surprise visit to your office! #surprise #fail]",[surprise] 
[142500226400395264],"[First thing im gonna do when i come to swe is book time for massage! my neck is killing me! #hurt]",[sadness] 
[138316179428225024],"[Depression only happens to people who dont know how to be sad #Shantaram thats #sad]",[sadness] 
[147729049609965570],"[A girl with no make up that wears her convinces proudly is one girl every man should love. #happy]",[joy] 
[149215786987302914],"[Spent my weekend in Chicago with 2 of my favorite people on earth. I could not ask for a better Christmas.  @TaraDillard12  @mquenzer  #love]",[love] 
[146781876546310145],"[I am about to destroy my blackberry!!!! #Angry]",[anger] 
[143373118239547393],"[omg do not do this again #worried.]",[fear] 
[141396026199252992],"[I hate when autocorrect autocorrects something that doesnt need to be corrected #annoying]",[anger] 
[146266722054316032],"[Fin to go get my hair did #happy]",[joy] 
[139896021873463296],"[Phase 10 with mom, Aunt Poochie, Pam and Will...somebody HELP! #ineedadrink but #THANKFUL]",[thankfulness] 
[138053222182027264],"[Since when did my mom become an LSU fan? #sad]",[sadness] 
[138314965743435776],"[I havent gone tanning in forever #depressing]",[sadness] 
[148827073924956160],"[Mane Im so ready for Christmas #excited]",[joy] 
[146485642640105472],"[Finally home and straight into bed, #love]",[love] 
[138735474536759296],"[-that one person who says they are in love with someone but kisses other people.  #annoying]",[anger] 
[149280260901445632],"[Im finally going to give in and get my hair permed thursday, but only because my hair needs to be fresh for my sew in!!!#excited]",[joy] 
[147806981229518848],"[@oliviaax182 natty king in the car #love]",[love] 
[146457582150762496],"[@tricia_bodine yeah that can be #annoying]",[anger] 
[137836047575953408],"[@natboojay  already turds in your toilet. #disappointed #smdh]",[sadness] 
[149211304245202944],"[Purchase Mr Christmas Music Boxes at  @Dec25gifts   #Love]",[love] 
[144930947073191936],"[I smile because you make me the happiest girl in the world #LOVE]",[love] 
[144624107437309952],"[Girls who flirt with guys you know have a girlfriend #ridiculous #pathetic #annoying]",[anger] 
[146578423484125184],"[GODS FAITHFULNESS NEVER CEASES!!   #Thankful]",[thankfulness] 
[142248615967072256],"[I dont even know why I try ! #frustrated]",[anger] 
[147538960518889472],"[@J_Savagee  i like it too <3]",[sadness] 
[135512930866302976],"[Should have listened to everyone #hurt]",[sadness] 
[146756589163003905],"[Compression fracture in my thorasic spine -__- out of cheerleading for the rest of my senior year and I gotta wear a brace #hurt]",[sadness] 
[140450671806787586],"[I probably wont get on Twitter during the #IronBowl. Too much trash talk. #annoying]",[anger] 
[134675714980061184],"[So kevin durant jst told some other girl happy birthday & not me :( #hurt]",[sadness] 
[148889762038689793],"[I feel an argument brewing on Facebook #Excited]",[joy] 
[142151192494084096],"[Great rehearsal with @danzingdonny felt good to dance my life away. Now chill and food time with  @Jsshua  ;) #happy]",[joy] 
[136922100865835008],"[@Scott__Norton  or two sleeps lol #excited!!!!!!!!!!!!!!!!!!!]",[joy] 
[148840362482466816],"[have my next music video planned. GONNA BE AMAZING. #excited]",[joy] 
[146042926571601921],"[23yrs old and my parents still treat me like a dam kid when Im home #irritating]",[anger] 
[145719351272685569],"[Mommy and my aunt won mad money at bingo :) #happy]",[joy] 
[139830581977554944],"[@mohaaland2  haha I do too, but you can definitely tell shes a kindergarten teacher #embarrassing ha]",[sadness] 
[137008832365862912],"[Gonna be reunited with my brother,  @MyKeeJay  in a matter of hours. #excitement #loudnoises #whathappensinvegas]",[joy] 
[145366411299131392],"[Omg this place is Amazing. #Beautiful (: I love my sweet boyfriend. Hes the best for bringing me here <3 #love]",[love] 
[149635414062415872],"[Friends really depress me sometimes. #sad]",[sadness] 
[144650360143884289],"[@michael_red_ hello! glad you found me on here. thanx for taking such good care of us while in vncvr. you and leanne were/are amazing. #love]",[love] 
[135491441005830144],"[Going to see Drake! #happiness ( :]",[joy] 
[142942024037961728],"[@justinbieber  Cant wait to see you tonight on xfactor UK!! SO EXCITED!! #PROUD 41]",[joy] 
[145306856124989441],"[About to watch this weeks  @nbcchuck  with the gorgeous  @lbholden  #excited]",[joy] 
[140560420598579200],"[Rot weekend. All aloneeeeeeee #lonely]",[sadness] 
[143106424661213184],"[For the next 24 hrs i go from an employed actor  - unemployed actor  - employed actor - unemployed actor to salesman ! #joy !]",[joy] 
[147114551647805440],"[No matter what Im going through or how bad I feel this kid can always make me smile. #thankful :)]",[thankfulness] 
[145258751572709378],"[Obviously Im not good enough. #disappointed]",[sadness] 
[143336963183882240],"[Its funny how Celtic play better against Atletico Madrid than against a shite team like Dundee Utd #annoyed]",[anger] 
[149000617648599042],"[Ya daddy got no arms an u mad cuz he cld nvr give u high 5s as a kid.. #hurt]",[sadness] 
[138796306700316672],"[GEORGIAGEORGIAGEORGIAGEORGIAGEORGIAGEORGIAGEORGIAGEORGIAGEORGIAGEORGIA! I get to see my love in 24 hours!!! Ahhh Im so #excited!]",[joy] 
[135960253815730176],"[Used to gttn put to sleep sigmmm #lonely]",[sadness] 
[146247748012871680],"[WOW... At the station today we discovered that Southern fans left vulgar messages to sales staff & traffic dept.  #Embarrassing]",[sadness] 
[139555513435295746],"[my cousin asked: can we slide down the stairs? me: uhm no, but i can throw you. sit down and shut up! #annoyed]",[anger] 
[134706589641883648],"[Anyone else marvelling at the full moon tonight? Oh so glorious. #moon #joy]",[joy] 
[136597416664236032],"[4 weeks and 3 days;) #happy!]",[joy] 
[148856840258719744],"[Dis ppl should jes stop talking, my head is banging in dis kitchen #angry]",[anger] 
[147548539222888449],"[Partying with my boo @UMustPleaseMe tomorrow for her bday!!!!! <---- #EXCITED]",[joy] 
[139445079885611008],"[4 hours till we leave!!! 11 hours till we get there!! Thanks Brooke!! #Excited]",[joy] 
[140444547607040002],"[@lyndsayconnor  I know, its the first time Ive felt christmassy, less than a month now! #excited]",[joy] 
[137937726694633472],"[Having a beautiful Saturday afternoon! My dads bringing me lunch from my favorite restaurant and Im watching Netflix! #Bliss]",[joy] 
[147516373407510528],"[Omg Tomorrows the Day #Anxious]",[fear] 
[148532479496687617],"[I hardly have anyone I can talk to about things that have happened in my past. No one ever knows what to say to me or cant understand. #sad]",[sadness] 
[148841296763686912],"[Ir a la piscina y quemarse las rodillas u.u #hurt!]",[sadness] 
[138522614846074880],"[Never thought the day would come, when I would start to lose feelings... #disappointed]",[sadness] 
[149394907256193024],"[iMessage is REALLY a lot more useful than normal SMS. #annoyed]",[anger] 
[143777891300290560],"[Just handed out makes for secret santa at work. #excited]",[joy] 
[143920901023465473],"[everyone thinks theyre soo good at lying. #Sad]",[sadness] 
[144165551260962816],"[Got my giant box of Ampelmann paraphernalia today from Berlin! So much adorable in one box! #Love]",[love] 
[146214114530828291],"[Sooooo ready to go home now thank you very much #homesick]",[sadness] 
[145645158074040320],"[Cant help the helpless. #Annoyed]",[anger] 
[141166828117430272],"[It really makes.me sad when i see a fellow blonde gone brunette.. #disappointed]",[sadness] 
[137582710188294145],"[Offically a god momma :) #excited]",[joy] 
[135930007582281728],"[3 more days until MB TAKES ME 2 GO C  @JacobLatimore  CANT WAIT 2 COME 2 UR HOUSE Jacob L.! #Excited!]",[joy] 
[146777149263724545],"[I sound like such a hick over voxer.. #depressing]",[sadness] 
[147312550525145088],"[OK now my worker as gone home will now what the fk am I mean to do, 1 day to sort this all out and all this before xmas ffs #depressed #ffs]",[sadness] 
[143075061945995264],"[yayyy. I get to see Alicia tonight (: #excited]",[joy] 
[140742775573446657],"[@LetosBitch  I beat you and I started waaay after you. #Proud.]",[joy] 
[139500798697672704],"[Wishing all my Twiends an early Happy Thanksgiving!! Be safe, enjoy & remember to give thanks for all that God has blessed u with! #Thankful]",[thankfulness] 
[144888331711422464],"[Omg cant wait for #thisisengland88 #excited]",[joy] 
[148789192179195904],"[Christmas is in Sunday and there isnt any snow.. #disappointed]",[sadness] 
[135444467963527168],"[YESSSSS!!!!!!! I didnt miss chelsee n pasha :D #excited]",[joy] 
[144976978368413696],"[Long distance is not for me I need my boo right here by my side #love]",[love] 
[140274570916675584],"[weird how you find yourself thinking about someone youd never thought would cross your mind... #frustration]",[anger] 
[149267079843950594],"[Common is a SEXY man & incredible lyricist. #LOVE :)]",[love] 
[147177608788979713],"[I think I gotta call my phone company cuz my texts aint coming thru. Yeah, that must be it. Gotta be. #Lonely]",[sadness] 
[136187029745700865],"[Ok today rehearsing starts here #proud]",[joy] 
[141132135292608513],"[I like Twitter over Facebook. People actually talk to me on Twitter...kinda. #lonely]",[sadness] 
[145326856663597059],"[Act in the morning #joy]",[joy] 
[140225590430146560],"[@Hockey_Freak82 haha now thats awesome! :) Ive met Reimer, Kabby, Don Cherry, and Kessel haha thats all the hockey guys Ive met. #Sad :(]",[sadness] 
[146321613703491585],"[@phoenix76  went to Homebase, all sold out #annoying x]",[anger] 
[145169558125285376],"[#theawkwardmoment when Matt Holiday comes through your drive-thru and you drop his change out the window #embarrassed]",[sadness] 
[137077853580836866],"[@hxcgeo  @jgetsit  I see that there was no modern warfare anywhere in your sentence so um uhh... #disappointed]",[sadness] 
[141029214047584256],"[But theres a guy who likes me, and he wanna ask me out. And hes cute. So Im a little bit happy now. Not everybody hates me. #Love]",[love] 
[143229153632731136],"[need someone to talk to!!! #Lonely]",[sadness] 
[136827599484747779],"[What scares me them most. -opening biscuit cans. #sad]",[sadness] 
[143225107857408001],"[Im so over people. #sad]",[sadness] 
[145160222535712769],"[@gregni  Im very carefully not looking at the Daily Mail, in case I find myself nodding vigorously to their barmy headlines… #Worried]",[fear] 
[135300114536349696],"[My Bae Cookin Me A Sausage Sammich #Excited]",[joy] 
[144272354112049152],"[Some ppl confuse me so much. #annoyed]",[anger] 
[139536379959975936],"[Hawaii has cities? With like big buildings and stuff? I never knew #embarrassing]",[sadness] 
[147068299992236032],"[@TheBigDowg  yeh bahot zyada ho gaya Banna.. :/ this majja maarengay is Bombay for sure..and this dude is from neighboring state. #Outrage]",[anger] 
[149354539353509888],"[Packing with a 44 lb weight limit is like torture!!! Why cant I just bring everything? #frustrated]",[anger] 
[141889523729694720],"[Ah, yes! Finally i have time to do work in the morning :) #happy]",[joy] 
[144915118239653888],"[Youd think id be used to it by now. #hurt.]",[sadness] 
[149235887098703872],"[Sometime you just gonna except that some one can only be in your heart, not in your life.. #sad]",[sadness] 
[143528475444248577],"[I hate myself for still having feelings for you #yourajerk #frustrating]",[anger] 
[140585199686787072],"[Relaxing on a Sunday w hubby  @Dray450  #love]",[love] 
[149297946352041984],"[For some reason EVERYONE lives in the present, thinks about the past, and worries about the future. #live #love #hope]",[love] 
[143216620284805121],"[Tonight was a lot of fun! #Enjoyment]",[joy] 
[137929622238138368],"[Gettin my 6th tat tn #excited]",[joy] 
[139191493842833408],"[Lunch while TCB :) felt like saying Hey! And sending #love #Love  :)]",[love] 
[144699897432641536],"[Thought it was Friday today :( #depressing]",[sadness] 
[144266310535229442],"[Sometimes your good just aint good enough for anybody #sad]",[sadness] 
[141201745547235328],"[I really dont understand why teachers are trying to get strict all of a sudden! #annoying #idgaf]",[anger] 
[139481924115763200],"[Cat Rendics class: PAID! Now only 13 days left #excited]",[joy] 
[144077250378211328],"[hate that jealous feeling #annoying]",[anger] 
[143332934546493442],"[Thanks for telling me everything I needed to hear. Now please, stop talking. #disappointed]",[sadness] 
[140592711697842176],"[Smashing Jets and watching The Roomate #Happy]",[joy] 
[138985203187187712],"[Guest Ian London todayat 3:30pm in MB 11.101 to discuss emerging rare minerals industry in Canada  @jmsbconcordia  @jmsbmbasociety  #excited]",[joy] 
[145061834406363136],"[Jase and I are off to my parents house for dinner and a sleep over! Love spending time with my family <3 #family #love #blessed]",[love] 
[139180749369774080],"[Fuck am I talking about. . . I wouldnt know what to do with it lmaoooo #sad]",[sadness] 
[147459504160780288],"[Had a great day! Good game of football! Set up lots of goals! Now bed! Ready for an unproductive day tomorrow! #excited]",[joy] 
[145538197810716673],"[me voy a despedir a mi abuelo q se va d viaje al aeropuerto #Love]",[love] 
[140085047339401216],"[Feel love everyday. Show love everyday. Receive everyday. #love]",[love] 
[145501539597946881],"[really wants to go see  @coldplay   in Philly next year #excited]",[joy] 
[145267028222156800],"[we did the right thing #happy]",[joy] 
[143804593724329984],"[Im losing so many followers... #sad]",[sadness] 
[135927625720938497],"[Wow im actually not caring #weird  #happy]",[joy] 
[142852323402723328],"[about to shave my mug and my dome #sadness]",[sadness] 
[137569187248881664],"[Can you imagine I couldve been at the J.Cole concert tonight, but Im not going dur to prior engagements #Rage]",[anger] 
[135190256822657025],"[People that dont know how to drive... #annoyed]",[anger] 
[147923074434613248],"[I will receive my Sewanee decision letter on the 25th of January. #nervous #gallagherlegacy]",[fear] 
[144103805884178432],"[@Jamiekinggg  like nobody from at&t gets my texts! Even when im sitting right next to them. I already got a new phone & Sim card. #annoyed]",[anger] 
[135829970806243328],"[at least there is a flyers game today #disappointed]",[sadness] 
[142005112829779968],"[LLEGO DICIEMBRE! con su sabrosura y amor!!! y claro! mi cumpleaños!!!! #happy #happy]",[joy] 
[136489413361410049],"[Im registering for last semester as an undergraduate student in just under 27 minutes!  Score 1 point for me!  #excited]",[joy] 
[145771286071742465],"[God. I wanna be with you all the time, but Ive always hated clingy people. Hypocrite? Erg. #frustrated]",[anger] 
[136911919247396864],"[when someone says their not mad at me but they acctually are and wont tell me why #annoyed]",[anger] 
[139143027557015552],"[On my way 2 Carolina right now!..i cant wait 2 touchdown in my city and smell dat gud ole Carolina air!..looking fwd. 2 a gud week #Homesick]",[sadness] 
[141279013342679040],"[Sooo far desperate scousewives looks shit #disappointed]",[sadness] 
[138713340607332353],"[i try to stay focus but people keep comin to me with the bullshit #frustrated]",[anger] 
[142116891798941696],"[Its a shame I find every possible reason and way to avoid my homework....#sad]",[sadness] 
[148474695942021121],"[Why bring a innocent child in the world knowing u dont have shit but the shit thats on yo back just #SAD]",[sadness] 
[138683946459344896],"[@AMPicci thank you!! I also hope @pancakeluvrmike will forgive me :/ #nervous]",[fear] 
[142979945998712835],"[sheering my lil Glen Coco today!! #excited]",[joy] 
[141210744539725824],"[@SammyJo137  I look like shit #nervous]",[fear] 
[144069541226483713],"[feel like having a nice chilled night in watching movies, #Bliss]",[joy] 
[148875343653122048],"[OMG cest sérieux ça ?]",[anger] 
[137686208938643457],"[So freaking happy with tonights performance!! Everyone did so awesome. #proud]",[joy] 
[143201051422621697],"[@BeastofMan80 and how does this tell me that you wouldnt be doing the things I was counting on you doing?? #letdown #disappointed #pissed]",[sadness] 
[142078798328889344],"[Time for me to go to bed.  I miss my hubby who is traveling far up north in the freezing cold! #love]",[love] 
[140798905498607616],"[@TinieTempah Whens this EP coming #excited #tiiiinnnnnniiiiieeee]",[joy] 
[149877867994546178],"[Being single can get lonely but hey id rather be single knowing I have my son and family than to be #BITTERSWEET and #LONELY]",[sadness] 
[147427607217057792],"[I guess Ill go to work today...#thankful]",[thankfulness] 
[142642476094717952],"[Laters london off to west sussex for a relaxing weekend!]",[sadness] 
[142069310716780544],"[i wanna start a new tumblr but I am too lazy to #sad]",[sadness] 
[139976966748119041],"[@TheJoeyParker  that is why I stay home..it is so ugly, our culture at its worst all over consumer items #sad]",[sadness] 
[149127125859971072],"[Kris Boyd returning to Rangers? Stirring the stagnant pond. #despair]",[sadness] 
[139396930798239744],"[@SwaggerAndSwoon  next week, they will actually be at the poub on the tuesday show! #excited!!!]",[joy] 
[148805632823267328],"[cant stand when people talk on the phone in waiting rooms.. especially for 20+ min and very loudly #petpeeves #annoyed]",[anger] 
[148594879365263360],"[I hate growing up and becoming closer with your family that you only see like twice a year and then having to leave them #sad]",[sadness] 
[140242201014841348],"[Love all the fans and wna thank u all for your support. X !x]",[joy] 
[141072368159297537],"[I miss my boyfriend. Where is he at. #worried]",[fear] 
[142758759817674752],"[I have never begged to get back in westlife. In fact declined to do Xmas special. Disappointed Boys. Anything to cash in on tickets]",[sadness] 
[138558781704515584],"[ETA T-minus 22 hours, cant wait to be warp-driven 50 years into the future! #exciTED #TEDxBrussels]",[joy] 
